id,law_name,article,category,issued_date_raw,issued_date,document_no,title,start_printed_page,end_printed_page,start_physical_page,end_physical_page,keywords,source_quality,completeness_note,body,drive_url,source_url,list_url
interp-0351,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 2 類 輔助藥物之投與及採血送檢,97.3.7,2008-03-07,衛署醫字第0970201279號,有關醫療院所之洗腎單位執行洗腎透析藥水(透析 B 液)之,257,257,270,270,護理人員、醫療輔助、採血,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"97.3.7.衛署醫字第0970201279 號函 
主旨：有關醫療院所之洗腎單位執行洗腎透析藥水(透析 B 液)之
調配，如係使用濃縮透析藥粉經透析機混合逆滲透水使用
，是否仍逕予認定為藥師業務疑義一案，復請 查照。 
說明： 
一、復 貴局 97 年 1 月 28 日北衛醫字第 0970006728 號函及
第 0970013508 號函。 
二、查「洗腎透析液產品係屬藥品。次查藥品調劑為藥師法第
15 條所定藥師業務之一，爰此，調配洗腎透析液藥品應由
藥師調劑，至藥品之交付，可由護理人員在醫師指示下交
付病人於機構內使用。」前經本署 96 年 12 月 5 日衛署醫
字第 0960211536 號函釋在案。 
三、另查「輔助藥物之投與」係屬護理人員法第 24 條第 1 項
第 4 款所稱醫療輔助行為之範圍，得由護理人員依醫師指
示為之。是以，調配洗腎透析藥品應由藥師調劑。至將藥
師調劑完成之濃縮透析藥品依規定比例之逆滲透水泡製後
使用，得認屬「輔助藥物之投與」之醫療輔助行為，由護
理人員依醫師指示為之。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0352,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 2 類 輔助藥物之投與及採血送檢,97.4.17,2008-04-17,衛署照字第0972801020號,台端針對藥師依專科護理師所開立之領藥單配藥，是否違,257,258,270,271,護理人員、護理師、專科護理師、病歷、採血、麻醉,完整公文格式,來源文字尾端含正本、副本、頁碼或署名等公文結尾資訊。,"97.4.17.衛署照字第0972801020 號函 主旨：台端針對藥師依專科護理師所開立之領藥單配藥，是否違
反藥師法相關規定等疑義案，復請 查照。 
說明： 
一、台端97 年 3 月 27 日就旨揭事項致本署署長信箱，經本署
回復錄案研議後再行回復一節，諒悉。 
二、按醫療工作之診斷、處方、手術、病歷記載、施行麻醉等
醫療行為，應由醫師親自執行，其餘行為得由相關醫事人
員依其各該專門職業法律所規定之業務，依醫囑行之，前
經本署多次函釋在案。 
三、查醫師法第 13 條規定：「醫師處方時，應於處方箋載明
下列事項，並簽名或蓋章：一、醫師姓名。二、病人姓名
、年齡、藥名、劑量、數量、用法及處方年、月、日。」
另查醫療法第 68 條第 3 項規定 ： 「醫囑應於病歷載明或以
書面為之。但情況急迫時，得先以口頭方式為之，並於二
十四小時內完成書面紀錄。」至醫師親自執行醫療業務後
之口頭處方指示，由專科護理師代筆詳實記載，所開立之
領藥單，性質係為記載醫師之口頭處方，以供藥師調劑，
目的在於病患緊急用藥時之權宜措施，為醫療作業實務所
需；事後該指示醫師仍應依前揭醫師法及醫療法之相關規
定，對於前揭口頭處方親自補具處方箋。 
四、是以，依前揭所述，藥師受理醫師口頭處方性質之領藥單
從事調劑業務 ， 續依藥師法第18 條規定 ， 於醫師親自補具
之處方箋上簽名蓋章，尚無抵觸藥師法相關規定。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0353,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 2 類 輔助藥物之投與及採血送檢,98.11.30,2009-11-30,衛署醫字第0980032955號,所詢有關醫療相關疑義一案，復請 查照。,258,259,271,272,護理人員、醫療輔助、病歷、採血、麻醉,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"98.11.30.衛署醫字第0980032955 號函 
主旨：所詢有關醫療相關疑義一案，復請 查照。 
說明： 
一、復 台端 98 年 10 月 2 日祐 981002375 號函。 
二、按醫師法第 28 條所稱「醫療業務」，係凡指以治療、矯
正或預防人體疾病、傷害、殘缺為直接目的，所為之診察
、診斷及治療；或基於診察、診斷結果，以治療為目的， 所為之處方、用藥、施術或處置等行為的全部或一部總稱
。是以，醫療工作之診斷、處方、手術、病歷記載及施行
麻醉等醫療行為，係屬醫療業務之核心，應由醫師親自為
之，其餘醫療輔助行為得在醫師就特定病人診察後，由各
該醫事人員本其專門職業法規所規定之業務，依照醫囑執
行之。 
三、復按本署曾於 90 年 3 月 12 日以衛署醫字第 0900017655
號公告修訂護理人員法第24 第1 項第4 款所稱醫療輔助行
為之範圍，如輔助施行侵入性檢查(治療或處置)、輔助各
項手術、輔助分娩及輔助藥物之投與…等在案。 
四、次查，針劑注射(包含針劑之抽取)係屬醫療輔助行為，爰
得在醫師就特定病人診察後，由護理人員依照醫囑執行之
。 
五、是以，本案除依上開原則外，仍尚需視個案事實，始得認
定。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0354,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 2 類 輔助藥物之投與及採血送檢,99.6.18,2010-06-18,衛署醫字第0990014627號,所詢有關老人養護機構常備急救藥品及護理人員可否於緊,259,260,272,273,護理人員、護理機構、醫療輔助、病歷、給藥、採血、麻醉,完整公文格式,來源文字尾端含正本、副本、頁碼或署名等公文結尾資訊。,"99.6.18.衛署醫字第0990014627 號函 
主旨：所詢有關老人養護機構常備急救藥品及護理人員可否於緊
急情況下給藥乙案，復請 查照。 
說明： 
一、依據內政部99 年 6 月 7 日內授中社字第 0990715753 號函
辦理 ， 兼復台端99 年 6 月 3 日致內政部部長信箱電子郵件
。 
二、按醫師法第 28 條所稱「醫療業務」行為，係指凡以治療
、矯正或預防人體疾病、傷害、殘缺為直接目的，所為之
診察、診斷及治療；或基於診察、診斷結果，以治療為目
的，所為之處方、用藥、施術或處置等行為的全部或一部
總稱。是以，醫療工作之診斷、處方、手術、病歷記載及
施行麻醉等醫療行為得在醫師就特定病人診察後，由各該
醫事人員本其專門職業法規所規定之業務，依照醫囑執行
之。是以，護理人員於養護機構執行給藥之醫療輔助行為 ，仍應在醫師就特定住民診察後，依其醫囑始得為之。 
三、按醫師法第 11 條規定，醫師非親自診察，不得施行治療
、開給方劑或交付診斷書。但於山地、離島、偏僻地區或
有特殊、急迫情形，為應醫療需要，得由直轄市、縣(市)
主管機關指定之醫師，以通訊方式詢問病情，為之診察，
開給方劑，並囑由衛生醫療機構護理人員、助產人員執行
治療。 
四、次查護理人員法第 20 條明定，護理機構應與鄰近醫院訂
定轉介關係之契約。同法施行細則第 12 條，亦定有本法
第 20 條第 1 項所稱之契約，其內容應包括急救、急診、
轉診及定期出診等事項。爰於護理機構或養護機構內設置
常備急救用藥，主要應係為考量住民如需要緊急救護時，
護理人員可在醫師指示下，及時並適切地提供所需之急救
用藥，以確保住民之生命安全與照護品質。 
五、是以，本案請參酌上開規定及原則辦理。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0355,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 2 類 輔助藥物之投與及採血送檢,101.6.28,2012-06-28,衛署照字第1012862926號,有關考量居家照顧服務個案實際需求(尤其是獨居老人)，,260,262,273,275,護理人員、照顧服務員、醫療輔助、採血,參照摘要,彙編中此筆為短摘要或參照其他頁碼，非完整公文全文。,"101.6.28.衛署照字第1012862926 號函 
主旨：有關考量居家照顧服務個案實際需求(尤其是獨居老人)，
貴聯盟建議護理人員專業授權及監督下，放寬照顧服務員
可執行部分技術性護理服務，如注射胰島素、測血糖、甘
油球通便及協助分藥一案，復如說明，請 查照。 
說明： 
一、依據貴聯盟101 年 6 月 18 日電子郵件所送 5 月 18 日修訂
「照顧服務員訓練實施計畫」第一次工作小組會議紀錄辦
理。 
二、按「輔助施行侵入性治療、處置」及「輔助藥物之投與」
屬護理人員法第24 條第1 項第4 款所稱醫療輔助行為之範
疇。爰此，執行胰島素注射、驗血糖、甘油灌腸及藥品之
投與，為醫療輔助行為，由醫師或護理人員依醫囑為之。 
三、有關身心障礙者居家照顧服務，照顧服務員執行排便前置
作 業 乙 案 ， 前 經 本 署101 年 4 月 30 日 衛 署 照 字 第 1012862341 號函有關照顧服務員提供身心障礙者居家照
顧服務，從事個案身體之照顧，使用成藥類別之甘油球浣
腸劑，對個案肛門口週遭糞便所為之簡易、少量甘油灌腸
，以維持個案身體清潔與衛生及增加舒適感，如不涉及醫
療專業判斷及醫療輔助行為，僅係個案身體照顧服務，尚
無不可。 
四、查一般病人經醫師診察後得返家休養，並出具處方胰島素
注射、驗血糖、甘油灌腸及服藥，經指導使用方式後，可
由病人於家中自行施用或由家屬協助，則不受上開限制。
又成藥類別之甘油浣腸劑，係以維持個案身體清潔與衛生
及增加舒適感；使用簡便之攜帶式血糖機驗血糖，係為個
案日常保健參考，如不涉及醫療專業判斷及醫療輔助行為
，僅係個案身體照顧服務，尚無不可。 
五、次查照顧服務員係針對日常生活活動功能或維持獨立自主
生活能力不足，需他人協助者，提供(一)家務及日常生活
照顧服務。(二)身體照顧服務。(三)在護理人員指導下執
行病患照顧之輔助服務。但服務範疇不得涉及醫療及護理
行為。 
六、綜上，依居家照顧服務個案實際需求（尤其是獨居老人）
及服務性質，對於成藥性質之甘油球通便、依照藥袋指示
協助置入藥盒或協助服藥，及使用簡便之攜帶式血糖機驗
血糖，屬日常生活、身體照顧服務，故可由照顧服務員執
行。胰島素注射涉及診斷、治療之醫療業務，宜洽醫療機
構或居家護理機構之護理人員協助服務。但對於「有行為
能力且醫囑可自行施打胰島素者」，此時，照顧服務員依
「個案要求」而「協助施行」胰島素注射，難謂違反現行
護理人員法第 37 條規定 。 至家屬自行為其家人施行前述處
置時，非屬執行業務之行為，尚未違反上開規定。 
（註 ： 本函釋說明三所敘本署101.4.30.衛署照字第1012862341 號函
，請參閱P.399）",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0356,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 2 類 輔助藥物之投與及採血送檢,102.2.21,2013-02-21,衛署照字第1022860392號,所詢社區糖尿病居民需要協助注射胰島素，居家護理師是,262,262,275,275,護理人員、護理師、居家護理、醫療輔助、給藥、採血,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"102.2.21.衛署照字第1022860392 號函 
主旨：所詢社區糖尿病居民需要協助注射胰島素，居家護理師是
否可依據就診醫院之醫師醫囑給予胰島素注射衍生疑義案
，復請 查照。 
說明： 
一、復 貴校 102 年 1 月 10 日美科大護居字第 1020000242 號
函。 
二、護理人員之業務範圍，依據護理人員法第 24 條，及本署
於90 年3 月12 日以衛署醫字第0900017655 號公告修訂護
理人員法第 24 條第 1 項第 4 款 ， 護理人員執行醫療輔助行
為，應在醫師之指示下行之。 
三、爰此，居家護理所協助服務對象執行各項醫療輔助行為，
應以醫囑為之，其方式可由服務對象提供就診醫院之醫師
所開立或逕由貴所合約醫師提供，並應確保藥品來源、劑
量、途徑、保存情形等。 
四、至於醫院藥袋上之藥物名稱、劑量、途徑、給藥次數，不
得作為醫囑之依據。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0357,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 2 類 輔助藥物之投與及採血送檢,103.4.25,2014-04-25,衛部照字第1031560739號,有關 貴局所詢診所醫師診療後由醫師執行打針技術後再,262,263,275,276,護理人員、醫療輔助、採血,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"103.4.25 衛部照字第1031560739 號函 
主旨：有關 貴局所詢診所醫師診療後由醫師執行打針技術後再
由非具護理人員資格之人員執行推藥及拔針行為，是否違
反護理人員法規定一案，詳如說明，請查照。 
說明： 
一、復 貴局 103 年 4 月 1 日衛醫字第 1030007500 號函。 
二 、 查於民國75 年 12 月 26 日修正公布之醫師法 ， 於76 年 12
月 21 日施行(附件 1)， 茲規定醫療機構聘用醫師之輔助人
員資格，現依該法第 28 條但書第 2 款規定，對所謂醫師
之輔助人員，應以具有護理人員、助產人員或其他醫事人
員之資格者為之，合先敍明。 
三、查静脈注射藥物之醫療行為係屬入侵性治療、處置；另查
「輔助施行侵入性治療、處置」，係屬護理人員法第 24 條第 1 項第 4 款所稱醫療輔助行為之範疇 ， 並前經本部90
年 3 月 12 日衛署醫字第 0900017655 號函釋(附件 2)在案
。 
四、是以，所詢非具護理人員資格之人員執行推藥及拔針行為
，若非具前揭醫事人員之資格者，已違反相關規定。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0358,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 3 類 輔助傷口照護,106.10.25,2017-10-25,衛部照字第1060132043號,有關貴院函詢「給藥行為是否有違反調劑權」之疑義，復,263,264,276,277,護理人員、醫療輔助、傷口、給藥,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"106.10.25 衛部照字第1060132043 號 
主旨：有關貴院函詢「給藥行為是否有違反調劑權」之疑義，復
如說明段，請查照。 
說明： 
一、復貴院 106 年 10 月 20 日奇柳藥字第 1061001576 號函。 
二、依護理人員法第 24 條規定，略以：「護理人員之業務如
下：一、健康問題之護理評估。二、預防保健之護理措施
。三、護理指導及諮詢。四、醫療輔助行為。前項第四款
醫療輔助行為應在醫師之指示下行之。」。 
三、查本部（前行政院衛生署）98 年 11 月 30 日衛署醫字第 
0980032955 號函，略以：「三、···90 年 3 月 12 日以衛 
署醫字第 0900017655 號公告修訂護理人員法第 24 第 1 項 
第 4 款所稱醫療輔助行為之範圍，如輔施行侵入性檢查( 
治療或處置)、輔助各項手術、輔助分娩及輔助藥物之投 
與…等在案。四、次查，針劑注射(包含針劑之抽取)係屬 
醫療輔助行為，爰得在醫師就特定病人診察後，由護理人 
員依照醫囑執行之。······。」，先予敘明。 
四、承上，貴院函詢「護理人員於病人需用藥時，將藥品針劑 
由瓶中溶解抽出稀釋至點滴後給藥之行為是否有違反調 
劑權之規定」乙節，查該行為係屬護理人員法第 24 條第 
1 項第 4 款醫療輔助行為之範圍，護理人員得依醫囑執行 
行之，並無違反調劑權之疑義。 
〔釋例類別〕 第 3 類 輔助傷口照護",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0359,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 3 類 輔助傷口照護,89.11.1,2000-11-01,衛署醫字第0890017033號,進行左手腕肌腱瘤手術中，為病患縫合傷口，屬醫療行為,264,264,277,277,護理人員、傷口,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"89.11.1.衛署醫字第0890017033 號函 
主旨：進行左手腕肌腱瘤手術中，為病患縫合傷口，屬醫療行為
，應具醫師資格，始得為之，至於繫止血帶，則屬醫療輔
助行為，得由護理人員依醫師指示行之，復請 查照。 
說明：復 貴署 89 年 9 月 20 日中檢楠謙 89 偵 014753 字第 
63153 號函。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0360,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 3 類 輔助傷口照護,89.12.18,2000-12-18,衛署醫字第0890031326號,所詢護理人員在醫師指示下為門診患者拆線及填寫診斷書,264,264,277,277,護理人員、病歷、傷口、麻醉,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"89.12.18.衛署醫字第0890031326 號函 
主旨：所詢護理人員在醫師指示下為門診患者拆線及填寫診斷書
之行為，是否有違反醫療相關法令乙案，復請 查照。 
說明： 
一、復 貴局 89 年 11 月 17 日 89 北衛醫字第75716 號函。 
二、按診斷、處方、手術、病歷記載、施行麻醉等醫療行為，
應由醫師親自執行，其餘醫療行為得在醫師指示下，由輔
助人員為之，但該行為所產生之責任應由指示醫師負責。
拆除縫線係屬手術連續過程之一環，應由醫師親自執行。 
三、至於護理人員依醫囑協助開立診斷證明書，並交由醫師審
核簽章，尚難認有違反醫師法第 28 條規定。 
（註：本函釋說明二後段所敘「拆除縫線係屬手術連續過程之一環， 
應由醫師親自執行」 乙節 ， 業經90.10.16.衛署醫字第090043784 
號函補充解釋。）",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0361,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 3 類 輔助傷口照護,90.10.16,2001-10-16,衛署醫字第0900043784號,所詢拆除縫線是否為僅醫師始得為之的醫療行為，或護士,264,265,277,278,護理人員、護士、醫療輔助、傷口,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"90.10.16.衛署醫字第0900043784 號函 
主旨：所詢拆除縫線是否為僅醫師始得為之的醫療行為，或護士
得在醫師指示下所為之醫療輔助行為乙案，復請 查照。 
說明： 
一、復 貴局 90 年 7 月 9 日院賓刑毅字第 10973 號函。 
二、按凡以治療、矯正或預防人體疾病、傷害、殘缺或保健為
直接目的，所為的診察、診斷及治療；或基於診察或診斷
結果，以治療為目的，所為的處方、用藥、施術或處置等
行為的全部或一部，總稱為醫療行為。 三、醫療行為可以區分為需由醫師親自執行之醫療行為，及得
由醫療機構輔助人員，在醫師指導下執行之醫療行為。若
係手術後之拆除縫線，因仍有相當程度之危險，宜由醫師
親自為之，但簡易傷口之拆線，如經醫師診察，判斷傷口
癒合情形良好，則可指示護理人員為之。本署 89 年 12 月
18 日衛署醫字第 0890031326 號函說明二後段「拆除縫線
係屬手術連續過程之一環，應由醫師親自執行」，意旨未
明，應予補充。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0362,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 3 類 輔助傷口照護,93.8.27,2004-08-27,衛署醫字第0930022696號,93.8.27.衛署醫字第0930022696 號函,265,265,278,278,護理人員、傷口,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"93.8.27.衛署醫字第0930022696 號函 
主旨 ： 貴所函詢侵入性醫療行為相關問題乙案 ， 詳如說明 ，請 查 
照。 
說明： 
一、復 貴所 93 年 4 月 19 日 93 誠文字第9321 號函。 
二、按「侵入性醫療行為」，係指醫療行為步驟中，採用穿刺
（puncture）；或採用皮膚切開術（incision of skin）
；或將器械、外來物置入人體來從事診斷或治療之行為，
均屬之。 
三、處置褥瘡之「清創術」，屬侵入性醫療行為。至其是否應
由醫師親自執行，應由醫師視清創狀況決定，得在醫師指
示下，由護理人員協助為之。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0363,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 3 類 輔助傷口照護,94.12.28,2005-12-28,衛署醫字第0940068631號,所詢貴轄財團法人長庚紀念醫院林口分院病患莊○○之護,265,266,278,279,護理人員、醫療輔助、傷口,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"94.12.28.衛署醫字第 0940068631 號書函 
主旨：所詢貴轄財團法人長庚紀念醫院林口分院病患莊○○之護
理紀錄單中記載，關於護理人員監督指導下由菲傭執行換
藥行為是否違反醫護相關法規等情一案，復請 查照。 
說明： 
一、復 貴局94 年12 月8 日桃衛醫字第0940041887號函。 
二、查傷口處置及換藥之醫療行為係屬侵入性治療、處置；另
查「輔助施行侵入性治療、處置」，係屬護理人員法第24
條第 1 項第 4 款所稱醫療輔助行為之範圍，護理人員執行 該項業務，依同法第 2 項規定，應在醫師之指示下行之。
未具護理人員資格者，執行前述護理人員業務，係屬違反
護理人員法第 37 條規定 ， 本人及其雇主各處新臺幣1 萬 5
千元以上 15 萬元以下罰鍰。 
三、至為維持個案身體清潔及衛生以增加舒適感，未具護理人
員資格之看護執行有關褥瘡、氣切造口或癌症腫瘤所引發
之傷口分泌物簡易照顧處理，如不涉及醫療專業判斷及醫
療輔助行為，僅係個案身體照顧服務，尚無不可。是以，
依據所附護理紀錄紀載，本案菲傭執行氣切造口傷口照護
之行為一節，請依個案事實認定，如前所述規定辦理。 
（註：本函釋病患之名字以○○表示）",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0364,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 3 類 輔助傷口照護,95.1.17,2006-01-17,衛署醫字第0950000308號,所詢貴轄財團法人長庚紀念醫院林口分院病患莊○○之護,266,266,279,279,護理人員、醫療輔助、傷口,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"95.1.17.衛署醫字第0950000308 號函 
主旨：所詢貴轄財團法人長庚紀念醫院林口分院病患莊○○之護
理紀錄單中記錄，於護理人員監督指導下由菲傭執行氣切
管周圍傷口擦藥及更換紗布之行為，是否係屬侵入性之醫
療行為一案，復請 查照。 
說明： 
一、復 貴局 95 年 1 月 2 日桃衛醫字第 0940044943 號函。 
二、查氣切管周圍傷口擦藥及更換紗布之行為，係屬醫療輔助
行為，應由醫師或護理人員依醫囑執行之；若係在醫師指
示下，由未具護理人員資格者之菲傭依醫囑為之，應認屬
違反護理人員法第 37 條之規定 ； 如係未經醫師指示 ， 即擅
自執行前述醫療行為 ， 則核屬違反醫師法第28 條之規定。
本案所述菲傭執行氣切管周圍傷口擦藥及更換紗布等行為
，請依個案事實認定，如前所述規定論處。 
（註：本函釋主旨段所敍病患之名字以○○表示）",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0365,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 3 類 輔助傷口照護,96.5.31,2007-05-31,衛署醫字第0960023008號,所詢醫師未親自拆線，囑護理人員執行拆線，護理人員又,266,267,279,280,護理人員、傷口,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"96.5.31.衛署醫字第 0960023008 號書函 
主旨：所詢醫師未親自拆線，囑護理人員執行拆線，護理人員又
請未取得證書之護校畢業生在護理人員指導下執行拆線業 務工作，是否違反護理人員法之相關規定一案，復請 查
照。 
說明： 
一、復 貴局96 年5 月28 日高市衛保字第0960018849號函。 
二、查「醫療行為可以區分為需由醫師親自執行之醫療行為，
及得由醫療機構輔助人員，在醫師指導下執行之醫療行為
。若係手術後之拆除縫線，因仍有相當程度之危險，宜由
醫師親自為之，但簡單傷口之拆線，如經醫師診察，判斷
傷口癒合情形良好，則可指示護理人員為之。」前經本署",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0366,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 3 類 輔助傷口照護,90 年 10 月 16 日,2001-10-16,衛署醫字第0900043784號,90 年 10 月 16 日衛署醫字第 0900043784 號函釋在案，先,267,267,280,280,護理人員、傷口,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"90 年 10 月 16 日衛署醫字第 0900043784 號函釋在案，先
予敘明。 
三、次查，護理人員法第 37 條規定：「未取得護理人員資格
者，執行護理人員業務者，本人及其雇主各處新臺幣 1 萬
5 千元以上 15 萬元以下罰鍰 。 但在護理人員指導下實習之
高級護理職業以上學校之學生或畢業生，不在此限。」是
以，護理學校應屆畢業生或已畢業尚未取得護理人員證書
者，並未具護理人員資格，不得獨立執行護理業務；其若
執行護理業務，應在護理人員指導下為之，而其所為之護
理紀錄，並應經指導護理人員簽名或蓋章，始為合法；未
依前述規定執行護理業務者，則依違反護理人員法第 37
條規定論處。本案請依上揭規定辦理。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0367,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 3 類 輔助傷口照護,97.1.25,2008-01-25,衛署照字第0972800485號,貴院所詢專科護理師置放之各類管路及縫合等醫療輔助行,267,267,280,280,護理人員、護理師、專科護理師、醫療輔助、管路、傷口,參照摘要,彙編中此筆為短摘要或參照其他頁碼，非完整公文全文。,"97.1.25.衛署照字第0972800485 號函 
主旨：貴院所詢專科護理師置放之各類管路及縫合等醫療輔助行
為之適法性乙案，復請 查照。 
說明： 
一、本署 97 年 1 月 15 日衛署照字第 0970060170 號函復貴院",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0368,護理人員法解釋彙編,第 24 條,〔釋例類別〕 第 3 類 輔助傷口照護,97 年 1 月 8 日,2008-01-08,校附醫護字第0971580002號,97 年 1 月 8 日校附醫護字第 0971580002 號函計達。,267,268,280,281,護理人員、護理師、專科護理師、管路、傷口、給藥,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"97 年 1 月 8 日校附醫護字第 0971580002 號函計達。 
二、按「侵入性醫療行為」，係指醫療行為步驟中，採用穿刺
（puncture）；或採用皮膚切開術（incision of skin）
；或將器械、外來物置入人體來從事診斷或治療之行為， 均屬之 。 前經本署93 年 8 月 27 日衛署醫字第 0930022696
號函釋在案。爰此，將屬於外來物之 PICC（peripheral 
insert central catheter ）、膀胱造瘻管、腎臟造瘻管
、手術中置放 SSEP 頭針（頭皮內）置入人體，以為引流
、抽吸或給藥等行為，應屬侵入性治療及處置。又前述管
路置入因有相當程度之危險性，宜由醫師親自為之。 
三、次查，傷口縫合為高度專業技術，並具有相當程度之危險
性，係屬手術連續過程之一環，應由醫師親自為之。專科
護理師如執行前揭業務，業已逾越其專業人員法律之規定
。至為死亡病人傷口縫合，非屬執行醫療業務。 
四、 另查 ，Sheath（Angiography，cardiac，IABP）及Pig-tail
（胸、腹部）等管路拔除，仍具有相當程度之危險性，宜
由醫師親自為之。至管路拔除後之皮膚傷口加壓止血，如
經醫師診察、判斷後，得指示專科護理師協助為之。 
五、檢送相關函釋 1 份供參。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
